#TYPE Selected.System.String
"HostName","FQDN","Status","IPv4","IPv6","MAC","Ports","Services","OS","Script"
"<no-hostname>","<no-fullname>","up","10.58.19.115","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.116","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.117","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.119","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.120","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.121","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.122","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.123","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.124","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.125","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.126","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <96%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.127","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.128","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.129","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.130","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.131","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.132","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.133","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <93%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.134","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.135","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <93%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.136","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.137","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.138","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.139","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.140","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","Cisco IP phone (7911, 7941, 7961, or 7970) <100%-accuracy>
VoIP phone Cisco embedded <100%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.141","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.142","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","Cisco IP phone (7911, 7941, 7961, or 7970) <100%-accuracy>
VoIP phone Cisco embedded <100%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.143","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.149","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.145","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.146","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","Cisco IP phone (7911, 7941, 7961, or 7970) <100%-accuracy>
VoIP phone Cisco embedded <100%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.147","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.148","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <94%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.149","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.150","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.151","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.152","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.122","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.154","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.155","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.156","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.157","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.158","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.159","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.160","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.161","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.162","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.163","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <96%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.164","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.165","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <94%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.166","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.167","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.168","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.169","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.170","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.171","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.172","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.173","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.174","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.175","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <93%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.176","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.177","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.178","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.179","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.180","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.181","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.182","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.183","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <94%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.184","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.185","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.186","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.187","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.188","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.189","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.190","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.191","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.192","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.193","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.194","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.195","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.196","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <96%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.197","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.198","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <94%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.199","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.58.19.100","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <93%-accuracy>
scanner HP embedded <88%-accuracy>","<no-script>"
"<no-hostname>","<no-fullname>","up","10.57.92.5","<no-ipv6>","<no-mac>","open:tcp:22:ssh
open:tcp:80:http","<no-services>","HP 4320d Digital Sender scanner <88%-accuracy>
VoIP phone Cisco embedded <97%-accuracy>
scanner HP embedded <88%-accuracy>
ATM NCR embedded <85%-accuracy>","<no-script>"
